id,author,text,Column2,sentiment,concept,subjective/objective,country
2029427524460265751,Stellarix,"They innovate and changed the world. Gave us excellent electric cars, in home shopping with next day delivery and Rocket ships better than NASA can design. You Can't stand this all came from individuals with Chutzpah and not some commie committee government program.",https://x.com/Phil40030828/status/2029427747743752265,,,,
2029427367605838131,else jam,"That’s a glimpse of how automated mobility is evolving.
Seeing systems like this in Guangzhou shows how robotics and smart infrastructure are starting to reshape everyday EV charging into something seamless and fully hands-free.",https://x.com/Stellarixorine/status/2029427524460265751,,,,
2029427203625374109,Frank Hernandez,"Dear friends from all over the world。This car is actually not as good as advertised，And I once worked for this brand. In terms of electric vehicles, it is indeed Tesla that has the best quality。The quality of trams in China is very poor
中国的电车外观是好的，细节品控不怎么样",https://x.com/zhenyyyu/status/2029427367605838131,,,,
2029426499888267647,S0L,"Buy an electric car, then you pay $0.00 in gas tax",https://x.com/wazzuFreddo/status/2029427203625374109,,,,
2029424803267178644,Uday Krishna,You forgot the part where a 100% electric vehicle fleet kinda decimates the oil industry. People want to defend their oil and gas jobs. Then there's Teslas robot that will take physical jobs and AI that will take digital jobs.,https://x.com/SoTr33234885/status/2029426499888267647,,,,
2029422617011138661,X,"Company Overview

SEDEMAC designs, manufactures and supplies control-intensive ECUs to major OEMs.

Products control critical vehicle functions.

Key markets:

• 2W / 3W vehicles
• Electric vehicles
• Industrial generators
Most products are mission-critical, making",https://x.com/udaybommineni/status/2029424803267178644,,,,
2029422440217247769,Jarred,How do i drive my electric car there?,https://x.com/TommyCr151151/status/2029422617011138661,,,,
2029421656486342662,ZephyrSun Gem Hunter,I’m surprised all the electric car drivers aren’t laughing out loud because the cost of their solar hasn’t changed.,https://x.com/JarredDrof/status/2029422440217247769,,,,
2029420683436966297,Korey,"Chinese electric vehicles in recent years have also been reporting strong revenue growth.

Electric vehicles in China now account for about 54% of new car sales (2025), making China the largest EV market in the world.
Around 34% are fully electric vehicles (BEV) and the rest are",https://x.com/TayInvestors999/status/2029421656486342662,,,,
2029420578248245470,Knight,"The power grid can't support electric vehicles on a large scale.

Also, if what happened in 2022 is any indication, California will be rationing their electricity by telling people to charge their vehicles every other day, or just not drive.",https://x.com/korey72758/status/2029420683436966297,,,,
2029420201020686565,kasuwellpro,"Check #olaelectric #atherenergy #TVS #bajaj 
Petrol diesel price may increase by 20rs as per news suggest  
Focus on #olaelectric company will regain 
Only Electric vehicles will be active if there is petrol supply halts  #GIFTNIFTY #IsraelIranWar #StockMarketIndia",https://x.com/royalknight1101/status/2029420578248245470,,,,
2029418978498756741,chirag jain,Me with the solar panels and electric car,https://x.com/kasuwellpro/status/2029420201020686565,,,,
2029415326346080560,Norfolk Gazza,"1) EV CHARGING STATION 

2) ELECTRIC VEHICLE

3) FAST CHARGING 

#BPCL #Contest 
#CanYouGuess 
#WordChallenge

@BPCLimited
 
Join 
@Angel_queen78
 
@Poojapayak22
 
@mysterioussu",https://x.com/chiragjain387/status/2029418978498756741,,,,
2029415060918157531,Paul,"The problem being , off street parking doesn't mean access to your own power source for charging. Flats, communal parking, even nominated parking. Only those with adjacent private driveways have the easy option for EV charging",https://x.com/NorfolkGazza66/status/2029415326346080560,,,,
2029414913496760596,Kamei Gordon,Well the electric cars don't contribute to road repairs from tax on fuel more woke climate cost to the normal tax payer.,https://x.com/Sonny32954/status/2029415060918157531,,,,
2029414640015597930,that oneguy,"I've long since stopped believing in what the ""left"" says. They LOVED Elon when he perfected the electric cars THEN turned against him when he helped to EXPOSE Tax payor waste. They are simply...Hypocrits!",https://x.com/GordonKamei/status/2029414913496760596,,,,
2029414312108798435,Ceddi,"What do whites have anything to do with any party. That's like saying all blacks vote one way or another. Females are more likely to vote Democrat, people that drive electric cars are more likely to vote Democrat.

You've never in your life voted republican. I've voted both,",https://x.com/thatzacperson/status/2029414640015597930,,,,
2029413284282286443,JULL,"The DR Congo is one of the world’s largest sources of minerals such as cobalt and copper, which are widely used in electronics and electric vehicle batteries. However, unsafe mining conditions and child labor concerns have long drawn international scrutiny.",https://x.com/iamsiddiqq/status/2029414312108798435,,,,
2029412805099831411,Sundaresan Thirumaran,"I would never buy and electric car. They can turn it off, take control of it and lock you inside while you burn alive. No thank ill take a old ass car from the 90s",https://x.com/BeffGod/status/2029413284282286443,,,,
2029411271238664264,"Too Old To Care, Too Young To Give A Crap (Stevo)","VinFast Plans to Diversify Production at its Plant in #Thoothukudi with Assembly Lines for Electric Scooters & Studying Electric Bus Assembly for Public Transport & Fleet Operators.Main Focus remains Expanded Production of Electric Cars,Components for Domestic Sales & Exports",https://x.com/Thir1Thirumaran/status/2029412805099831411,,,,
2029411270752100836,Calvin,"Think about it, all the projects / products Elon is developing, that can be interlinked .... Electric cars & Tesla Robots (can used anywhere), StarLink for comms, Neuralink to connect people to technology & each other, Boring company to build underground, AI ... what's next ?",https://x.com/An_80s_Teenager/status/2029411271238664264,,,,
2029410977079521534,Bedfsh,"I'm not going to comment on the quality of a Tesla, that's been done to death lol. I just want to know why it's so f***ing ugly? Just  b/c it's an electric car doesn't mean it can't look good. It looks like a pretend car some kids made with cardboard and tin foil.",https://x.com/CalvinGregory70/status/2029411270752100836,,,,
2029410315943985162,Joequant,Why do democrats care about oil/gas prices. Don't they own an electric car? I d I o t s,https://x.com/bedeagleeye/status/2029410977079521534,,,,
2029409732679660023,Russell Crocker,Mainland Chinese electric vehicles?,https://x.com/joequant/status/2029410315943985162,,,,
2029409351392170280,Tom Bahali,"The carbon footprint of an electric car is nearly double that of a gasoline model and that just the manufacturer of said vehicle. And where does most of the electricity come from, coal or natural gas!",https://x.com/RussellC24911/status/2029409732679660023,,,,
2029408886550040739,N. C.,"Lefties screaming to the mountaintops that we need to save the world w electric cars, then doing a 180 and hating teslas purely because Elon made them will always be funny to me. It was never really about the environment if you oppose the product over politics",https://x.com/TomBahali/status/2029409351392170280,,,,
2029406983888224596,Cats Eyes,"Labour wants to model Britain  on china. Everybody to have a digital I'd, digital  currency so they can monitor and control and face recognition cameras on every road and electric cars they can turn off when they want. Communist control ,ofcourse they are in bed with China.",https://x.com/nc_coates/status/2029408886550040739,,,,
2029406590877511837,James,"Fun fact!:

Model 3 is called that because Ford would not sell the rights to Model e to Tesla when Elon wanted to spell SEXY so we got S3XY instead.

They use it for the name of their division of electric vehicles rather than a specific vehicle.",https://x.com/CatsEyes1101/status/2029406983888224596,,,,
2029406045467230508,Ethan,Good thing Carney ordered 49000 electric cars for the simps in Canada that would spend their money on Chinese trash,https://x.com/Jimbo_1965/status/2029406590877511837,,,,
2029401524569555089,Back Seat Observer,"In the context of a weak real estate market, reduced investment in infrastructure construction, and vigorous development of electric vehicles, overcapacity in steel and refining is inevitable.",https://x.com/mandelusheewaza/status/2029406045467230508,,,,
2029401127352234151,Neeta Poddar,"Weird shit ha, petrol prices go up Ev charging goes down . Love it",https://x.com/freeloader2021/status/2029401524569555089,,,,
2029400038330261911,Tim Kulogo,"It is ironic isn't it, that people are spending an arm and a leg  in order to  buy electric vehicles to save the planet, and powers that be are hell bent on destroying not just land mass but oceans as well?",https://x.com/phansi1404/status/2029401127352234151,,,,
2029399981543833750,Tasma Wordingham,"I love electric vehicles and know they are the future, but EV subsidies are terrible.",https://x.com/tkulogo/status/2029400038330261911,,,,
2029399806096125964,Propaganda Sniper,"Thank you but I no longer drive and I do like you Mr Musk but I really don’t like electric cars, I’m old school I like the old muscle cars but thanks for the offer,",https://x.com/TWordingham/status/2029399981543833750,,,,
2029399159946789017,Not a panda,"Meanwhile, EV charging stations all over Southern California sit completed, but un-energized, by 
@LADWP
 & SoCal 
@SCE
 Edison",https://x.com/PewPewBangKaPow/status/2029399806096125964,,,,
2029398588124451037,Grok,"The Canberra bubble are unable to understand what happens when Australia runs out of fuel. Most think they have an electric car, so they'll be fine. 

This is the same group who think batteries 'generate' electricity.",https://x.com/Badpandaaus/status/2029399159946789017,,,,
2029398486475739317,MakeGiantsGreatAgain,"Haha, perfect call. That Martian gravel pit is basically begging for the first Supercenter parking lot. Low-g shopping carts would be legendary. Just add some EV charging for the Starship fleet.",https://x.com/grok/status/2029398588124451037,,,,
2029397722588119383,Kaalga,Gonna have $8 gas by next winter and the grid ain’t gonna be able to handle it if everyone gets an electric car lol,https://x.com/SFGiantsNick/status/2029398486475739317,,,,
2029397520455962625,Insein,"I personally don’t want any in Haida Gwaii, but we do have I think 5 EV charging stations, and I think almost 60 on the hwys leading to Haida Gwaii.",https://x.com/RavenOfHaida/status/2029397722588119383,,,,
2029396673147912310,TTUNA,Cobalt for Phone and electric car batteries,https://x.com/Insein81/status/2029397520455962625,,,,
2029396604743254224,Hemanth. M ✶,"EV’s and a ignorant contract has hurt the autoworkers! You and your socialist party want Electric Vehicles and “green energy”, this is a direct result  McMorrow, your blame playbook is old news, why don’t you take responsibility for your actions",https://x.com/SteveWe57144183/status/2029396673147912310,,,,
2029396128366469230,Butch Miller,May be EV charging chala rare undhi but demand was huge u can go for it,https://x.com/hemu02520/status/2029396604743254224,,,,
2029395849084846561,@GRN__JCKT,Sorta like billions for EV charging stations you never built.,https://x.com/ButchM5573/status/2029396128366469230,,,,
2029395286817423558,LESH GO,"cant afford gas or an electric car, but i have guns and i see teslas everywhere",https://x.com/GRN__JCKT/status/2029395849084846561,,,,
2029394601237463113,Circular Solar,But you own a electric vehicle obviously so it doesn't worry you so jog on.,https://x.com/LESH_GO_PARTY/status/2029395286817423558,,,,
2029394262362866097,Opinions aren't hate! Hate is hate.,"Here is the thermal camera overlay to explain the science behind albedo values, which our Founder Cherise was describing in the video. Including albedo value impact on thermal efficiency for EV charging.",https://x.com/circularsolar1/status/2029394601237463113,,,,
2029392763498770817,Zafir,"It's cool you can afford an electric vehicle.  Also soon, all of us will pay higher electric bills.    Those with electric cars and those without. When demand goes up so does price!  Buckle up for green energy.",https://x.com/Opine_much_77/status/2029394262362866097,,,,
2029392426851557570,Edward,"All this “I can refuel my ICE car in 5 minutes” is pushing EV charging in the wrong direction.   

We don’t need gigawatt charging.  We need Level 2 charging everywhere.  Stop at Walmart and plug the car in for 45 minutes while shopping.  At work plug the car in.  At home plug",https://x.com/Zafir88538734/status/2029392763498770817,,,,
2029392343879598325,Merle Model Y,Petrol prices have shot up.  I bet Lucy wishes she owns an electric car now.,https://x.com/edwardhyip/status/2029392426851557570,,,,
2029392006741639464,Tyson Finn,"Ford defaulted on their federal loan obligations procured for the construction of advanced electric vehicle production facilities. He then drives a Chinese vehicle for over month and remarkably, they incur absolutely zero news backlash or political reprehension!",https://x.com/MerleShafebql6/status/2029392343879598325,,,,
2029391795143029072,ĐB ¯\_(ツ)_/¯,Do you think people with electric cars never owned a crappy combustion car before or something?,https://x.com/bigtousousous/status/2029392006741639464,,,,
2029389752944762947,Sara,"Also, 2ndly the infrastructure for EV charging  stations in and around Jamaica especially is outside of Kgn & St. Andrew is almost none existing. So that's an issue in itself.",https://x.com/iDwayne93/status/2029391795143029072,,,,
2029389270566531148,Sigmaletter,Why? Do you just hate Trump and not care about Iranians or Americans? Democrats push for electric cars to preserve resources but oppose stopping terrorist regimes for future generations.,https://x.com/Sara29547277/status/2029389752944762947,,,,
2029389143047106914,Dennis,"If we wanted to and focused money on it. We would have had battery electric cars in the 70s and or solar self charging cars.

So gaslighted most of us are.",https://x.com/sigmaletter/status/2029389270566531148,,,,
2029388873676276006,Pop,A Democrat ad for electric vehicles....,https://x.com/DL1651/status/2029389143047106914,,,,
2029388736690307546,Nor-Cal Occupied Territory,Buy an electric car and charge it at home,https://x.com/simon_poppleton/status/2029388873676276006,,,,
2029388148376039897,Big Nasty,Electric car battery minirals have to come from somewhere,https://x.com/CalOccupied/status/2029388736690307546,,,,
2029387003054194996,Mark,If they build enough nuclear they should make electricity free. Imagine the boost the country would get. It would also promote electric car usage.,https://x.com/BigNastyGun/status/2029388148376039897,,,,
2029386883185426611,Eddie. H.,Umm EV are actually way cheaper to maintain what’s lacking is knowledge in this area as a  EV driver on my second electric car it is a fact that it cost less to maintain.,https://x.com/Junior2uu/status/2029387003054194996,,,,
